28,30,31,559,9,4,34,311,41,342,16,1135,9,1271,9,33,4,1124,4,798,6,16,404,614,194,562,12,811,9,14,23,83,236,908,12,1198,719,453,74,27,669,12,5,1066,791,29,309,890,131,256
28,30,31,559,9,4,34,311,41,342,16,1135,9,1271,9,33,4,1124,4,798,6,16,404,614,194,562,12,811,9,14,23,83,236,908,12,1198,719,453,74,27,669,12,5,1066,791,29,309,890,131,256
28,30,31,559,9,4,34,311,41,342,16,1135,9,1271,9,33,4,1124,4,798,6,16,404,614,194,562,12,811,9,14,23,83,236,908,12,1198,719,453,74,27,669,12,5,1066,791,29,309,890,131,256
28,30,31,559,9,4,34,311,41,342,16,1135,9,1271,9,33,4,1124,4,798,6,16,404,614,194,562,12,811,9,14,23,83,236,908,12,1198,719,453,74,27,669,12,5,1066,791,29,309,890,131,256
28,30,31,559,9,4,34,311,41,342,16,1135,9,1271,9,33,4,1124,4,798,6,16,404,614,194,562,12,811,9,14,23,83,236,908,12,1198,719,453,74,27,669,12,5,1066,791,29,309,890,131,256
28,30,31,559,9,4,34,311,41,342,16,1135,9,1271,9,33,4,1124,4,798,6,16,404,614,194,562,12,811,9,14,23,83,236,908,12,1198,719,453,74,27,669,12,5,1066,791,29,309,890,131,256
28,30,31,559,9,4,34,311,41,342,16,1135,9,1271,9,33,4,1124,4,798,6,16,404,614,194,562,12,811,9,14,23,83,236,908,12,1198,719,453,74,27,669,12,5,1066,791,29,309,890,131,256
28,30,31,559,9,4,34,311,41,342,16,1135,9,1271,9,33,4,1124,4,798,6,16,404,614,194,562,12,811,9,14,23,83,236,908,12,1198,719,453,74,27,669,12,5,1066,791,29,309,890,131,256
28,30,31,559,9,4,34,311,41,342,16,1135,9,1271,9,33,4,1124,4,798,6,16,404,614,194,562,12,811,9,14,23,83,236,908,12,1198,719,453,74,27,669,12,5,1066,791,29,309,890,131,256
28,30,31,559,9,4,34,311,41,342,16,1135,9,1271,9,33,4,1124,4,798,6,16,404,614,194,562,12,811,9,14,23,83,236,908,12,1198,719,453,74,27,669,12,5,1066,791,29,309,890,131,256
